src_id,tile_id,ra,dec,plate_id,obs_date,run_id
tile_RA88.467_DECp53.042:940,tile_RA88.467_DECp53.042,88.955310164900,52.652661413000,XE120,1953-02-11,R1
tile_RA86.764_DECp53.042:4892,tile_RA86.764_DECp53.042,86.433686215300,53.094481534300,XE120,1953-02-11,R1
tile_RA86.764_DECp54.042:6824,tile_RA86.764_DECp54.042,86.481596075000,54.426072417200,XE120,1953-02-11,R1
tile_RA88.467_DECp54.042:5602,tile_RA88.467_DECp54.042,89.216161842900,54.202067491300,XE120,1953-02-11,R1
tile_RA1.923_DECp77.807:3485,tile_RA1.923_DECp77.807,3.652927183100,77.821846483000,XE012,1954-09-21,R1
tile_RA55.795_DECp78.536:131,tile_RA55.795_DECp78.536,56.110148026200,78.044498287800,XE014,1954-09-26,R1
tile_RA60.826_DECp78.536:4481,tile_RA60.826_DECp78.536,59.795016181100,78.811931935800,XE014,1954-09-26,R1
tile_RA351.620_DECp79.807:5773,tile_RA351.620_DECp79.807,350.298589272000,79.913984830900,XE012,1954-09-20,R1
tile_RA50.763_DECp79.536:1963,tile_RA50.763_DECp79.536,51.241485962700,79.339746898500,XE014,1954-09-26,R1
tile_RA60.826_DECp79.536:3524,tile_RA60.826_DECp79.536,61.277535414300,79.946924887300,XE014,1954-09-26,R1
tile_RA50.763_DECp80.536:4521,tile_RA50.763_DECp80.536,51.599891224900,80.737249965100,XE014,1954-09-26,R1
tile_RA84.513_DECp82.144:1007,tile_RA84.513_DECp82.144,82.623249409800,81.874732059500,XE004,1955-01-28,R1
tile_RA188.364_DECp83.200:1738,tile_RA188.364_DECp83.200,185.179945776400,83.304117956700,XE007,1955-02-28,R1
tile_RA205.256_DECp83.200:1986,tile_RA205.256_DECp83.200,201.617918554100,83.237921363300,XE007,1955-03-23,R1
tile_RA205.256_DECp83.200:1471,tile_RA205.256_DECp83.200,202.083423411100,82.969710517200,XE007,1955-03-23,R1
tile_RA213.107_DECp82.413:1041,tile_RA213.107_DECp82.413,211.641886546400,82.841263919500,XE008,1955-03-23,R1
tile_RA247.544_DECp82.855:2333,tile_RA247.544_DECp82.855,248.629764375400,83.060596600000,XE009,1953-08-11,R1
tile_RA74.712_DECp83.144:1592,tile_RA74.712_DECp83.144,71.897884457200,82.953835997900,XE004,1955-01-28,R1
tile_RA121.015_DECp83.636:1177,tile_RA121.015_DECp83.636,118.141597714200,83.517875222700,XE005,1953-03-09,R1
tile_RA121.015_DECp83.636:2827,tile_RA121.015_DECp83.636,123.646747927500,83.664696038200,XE005,1953-03-09,R1
tile_RA213.107_DECp84.413:1471,tile_RA213.107_DECp84.413,214.115531713800,84.328245726500,XE008,1955-03-23,R1
tile_RA213.107_DECp84.413:2335,tile_RA213.107_DECp84.413,208.532585699500,84.326000596600,XE008,1955-03-23,R1
tile_RA221.825_DECp84.413:1855,tile_RA221.825_DECp84.413,223.074003779300,84.588666218900,XE008,1955-03-23,R1
tile_RA230.542_DECp84.413:1880,tile_RA230.542_DECp84.413,229.924711307400,84.602965889400,XE008,1955-03-23,R1
tile_RA230.542_DECp83.413:2189,tile_RA230.542_DECp83.413,229.909888442000,83.445405109400,XE008,1955-03-23,R1
tile_RA238.201_DECp83.855:346,tile_RA238.201_DECp83.855,235.442142144000,83.557700512200,XE009,1955-03-23,R1
tile_RA275.570_DECp84.855:673,tile_RA275.570_DECp84.855,275.876888230800,84.537682717000,XE009,1953-09-03,R1
tile_RA347.045_DECp84.742:774,tile_RA347.045_DECp84.742,348.622114138400,84.437485659600,XE011,1954-09-22,R1
tile_RA325.219_DECp83.742:1159,tile_RA325.219_DECp83.742,328.933866529700,83.559942401800,XE011,1954-09-22,R1
tile_RA74.712_DECp83.144:1927,tile_RA74.712_DECp83.144,74.211267138900,83.595804151500,XE004,1955-01-28,R1
tile_RA121.015_DECp84.636:1885,tile_RA121.015_DECp84.636,125.593994385700,84.532207650900,XE005,1953-03-09,R1
tile_RA121.015_DECp83.636:2089,tile_RA121.015_DECp83.636,122.875826120300,83.919586176700,XE005,1953-03-09,R1
tile_RA2.001_DECp85.807:1463,tile_RA2.001_DECp85.807,0.822035325000,85.648884959500,XE002,1952-08-21,R1
tile_RA357.958_DECp85.742:2310,tile_RA357.958_DECp85.742,0.822124584600,85.648886921000,XE011,1952-08-21,R1
tile_RA221.825_DECp85.413:1558,tile_RA221.825_DECp85.413,223.685624703300,85.309089347400,XE008,1955-03-23,R1
tile_RA339.904_DECp84.807:1687,tile_RA339.904_DECp84.807,342.791317737800,85.158379797500,XE002,1954-09-22,R1
tile_RA74.712_DECp85.144:1261,tile_RA74.712_DECp85.144,70.897849344300,84.873224387000,XE004,1955-01-28,R1
tile_RA94.314_DECp85.144:899,tile_RA94.314_DECp85.144,90.910684952000,84.944227993400,XE004,1955-01-28,R1
tile_RA121.015_DECp85.636:2717,tile_RA121.015_DECp85.636,126.548099335600,85.813081394000,XE005,1953-03-09,R1
tile_RA111.994_DECp85.636:48,tile_RA111.994_DECp85.636,113.552043597900,85.160269419400,XE005,1953-03-09,R1
tile_RA130.037_DECp85.636:618,tile_RA130.037_DECp85.636,126.311878257800,85.352506972000,XE005,1953-03-09,R1
tile_RA155.191_DECp85.283:1566,tile_RA155.191_DECp85.283,153.952140683300,85.499462890500,XE006,1953-04-16,R1
tile_RA2.001_DECp85.807:2696,tile_RA2.001_DECp85.807,0.899560846000,86.112060795700,XE002,1952-08-21,R1
tile_RA357.958_DECp85.742:2338,tile_RA357.958_DECp85.742,0.899544282900,86.112068019300,XE011,1952-08-21,R1
tile_RA347.045_DECp86.742:1665,tile_RA347.045_DECp86.742,348.471209762800,87.098841981400,XE011,1954-09-22,R1
tile_RA55.322_DECp86.609:1843,tile_RA55.322_DECp86.609,50.941098709500,87.001004313500,XE003,1954-11-22,R1
tile_RA55.322_DECp86.609:2764,tile_RA55.322_DECp86.609,47.728562942600,86.696686755500,XE003,1954-11-22,R1
tile_RA74.712_DECp86.144:2161,tile_RA74.712_DECp86.144,79.378207942800,86.521422180000,XE004,1955-01-28,R1
tile_RA111.994_DECp85.636:1682,tile_RA111.994_DECp85.636,109.610517454100,86.041123811900,XE005,1953-03-09,R1
tile_RA162.886_DECp10.228:461,tile_RA162.886_DECp10.228,162.494183483800,9.970742170800,XE491,1954-02-09,R1
tile_RA163.905_DECp9.228:1216,tile_RA163.905_DECp9.228,163.815617930500,9.641625576000,XE491,1954-02-09,R1
tile_RA161.866_DECp11.228:443,tile_RA161.866_DECp11.228,161.905112099600,10.956604474000,XE491,1954-02-09,R1
tile_RA164.925_DECp10.228:637,tile_RA164.925_DECp10.228,164.496575379600,10.035914993000,XE491,1954-02-09,R1
tile_RA164.925_DECp12.228:960,tile_RA164.925_DECp12.228,164.908196769400,12.664006729300,XE491,1954-02-09,R1
tile_RA21.000_DECp19.763:255,tile_RA21.000_DECp19.763,21.153139905500,19.393813537300,XE407,1954-10-05,R1
tile_RA89.341_DECp72.040:2631,tile_RA89.341_DECp72.040,89.638580798300,72.259394141700,XE033,1954-02-05,R2
tile_RA89.341_DECp72.040:1237,tile_RA89.341_DECp72.040,90.280658063900,71.849238198800,XE033,1954-02-05,R2
tile_RA89.341_DECp72.040:1380,tile_RA89.341_DECp72.040,90.384301376200,71.890230696700,XE033,1954-02-05,R2
tile_RA92.584_DECp71.040:2439,tile_RA92.584_DECp71.040,92.927265914300,71.337138190100,XE033,1954-02-05,R2
tile_RA23.032_DECp71.766:10479,tile_RA23.032_DECp71.766,23.703552645800,72.145906925300,XE029,1954-09-22,R2
tile_RA65.643_DECp73.275:3934,tile_RA65.643_DECp73.275,64.757251247800,73.526612190600,XE032,1953-10-14,R2
tile_RA12.906_DECp73.766:4506,tile_RA12.906_DECp73.766,12.510898724600,73.606473677400,XE029,1954-09-22,R2
tile_RA23.032_DECp73.766:3845,tile_RA23.032_DECp73.766,23.201386955500,73.624185524300,XE029,1954-09-22,R2
tile_RA358.516_DECp73.807:6589,tile_RA358.516_DECp73.807,358.335921040100,73.904871647700,XE028,1952-08-19,R2
tile_RA355.133_DECp72.807:6537,tile_RA355.133_DECp72.807,353.958393327100,72.816896366600,XE028,1952-08-19,R2
tile_RA1.899_DECp74.807:4598,tile_RA1.899_DECp74.807,1.659033024600,74.752635872900,XE028,1954-09-22,R2
tile_RA1.899_DECp74.807:9506,tile_RA1.899_DECp74.807,2.632463629700,75.252527449000,XE028,1954-09-22,R2
tile_RA207.179_DECp75.281:1120,tile_RA207.179_DECp75.281,208.924889494500,75.204421708400,XE021,1955-03-30,R2
tile_RA74.504_DECp76.253:4867,tile_RA74.504_DECp76.253,75.966519888100,76.247033691300,XE015,1955-01-14,R2
tile_RA102.414_DECp76.932:377,tile_RA102.414_DECp76.932,102.015398623600,76.529981449300,XE016,1954-10-06,R2
tile_RA97.631_DECp75.932:304,tile_RA97.631_DECp75.932,97.055512777500,75.510601145800,XE016,1954-10-06,R2
tile_RA211.721_DECp76.281:412,tile_RA211.721_DECp76.281,210.906781770200,76.009853339100,XE021,1955-03-30,R2
tile_RA69.592_DECp78.253:1214,tile_RA69.592_DECp78.253,70.300901256600,77.999357453800,XE015,1955-01-14,R2
tile_RA102.414_DECp77.932:1238,tile_RA102.414_DECp77.932,100.528755315500,77.780945946600,XE016,1954-10-06,R2
tile_RA102.414_DECp77.932:3785,tile_RA102.414_DECp77.932,102.090012363000,77.959242034600,XE016,1954-10-06,R2
tile_RA97.631_DECp77.932:1574,tile_RA97.631_DECp77.932,98.049196961200,77.809099605500,XE016,1954-10-06,R2
tile_RA97.631_DECp77.932:3688,tile_RA97.631_DECp77.932,95.990351912500,77.973776978100,XE016,1954-10-06,R2
tile_RA142.229_DECp77.380:829,tile_RA142.229_DECp77.380,142.404077913400,77.199869872600,XE018,1953-03-09,R2
tile_RA142.229_DECp77.380:2325,tile_RA142.229_DECp77.380,142.476036791700,77.512345732100,XE018,1953-03-09,R2
tile_RA154.915_DECp78.230:395,tile_RA154.915_DECp78.230,153.720376223100,77.828393302100,XE019,1955-01-25,R2
tile_RA159.439_DECp77.230:2057,tile_RA159.439_DECp77.230,159.018721301300,77.336110436000,XE019,1955-01-25,R2
tile_RA168.488_DECp78.230:116,tile_RA168.488_DECp78.230,168.234680098000,77.786800679700,XE019,1955-01-25,R2
tile_RA194.576_DECp77.196:1378,tile_RA194.576_DECp77.196,195.502780415900,77.477607151400,XE020,1955-02-28,R2
tile_RA194.576_DECp77.196:736,tile_RA194.576_DECp77.196,195.468536098800,76.997191204700,XE020,1955-02-28,R2
tile_RA211.721_DECp77.281:468,tile_RA211.721_DECp77.281,211.513974152100,77.019537431800,XE021,1955-03-30,R2
tile_RA224.420_DECp77.476:696,tile_RA224.420_DECp77.476,225.490559345700,77.277075843100,XE022,1953-07-11,R2
tile_RA229.032_DECp77.476:865,tile_RA229.032_DECp77.476,227.024025187500,77.333317050300,XE022,1953-07-11,R2
tile_RA233.643_DECp77.476:1249,tile_RA233.643_DECp77.476,233.645520020400,77.437190684600,XE022,1953-07-11,R2
tile_RA74.504_DECp78.253:3451,tile_RA74.504_DECp78.253,72.774233393000,78.512308728200,XE015,1955-01-14,R2
tile_RA74.504_DECp79.253:1412,tile_RA74.504_DECp79.253,72.528836001500,79.038874821800,XE015,1955-01-14,R2
tile_RA79.416_DECp78.253:2388,tile_RA79.416_DECp78.253,80.517843507500,78.596667471600,XE015,1955-01-14,R2
tile_RA97.631_DECp78.932:2235,tile_RA97.631_DECp78.932,95.536513361000,78.843811953100,XE016,1954-10-06,R2
tile_RA92.848_DECp77.932:2507,tile_RA92.848_DECp77.932,94.220102767800,78.303788098300,XE016,1954-10-06,R2
tile_RA120.170_DECp78.626:1295,tile_RA120.170_DECp78.626,120.792148364800,79.005688317000,XE017,1954-11-26,R2
tile_RA168.488_DECp78.230:795,tile_RA168.488_DECp78.230,167.339395333200,78.119246971300,XE019,1955-01-25,R2
tile_RA194.576_DECp78.196:1064,tile_RA194.576_DECp78.196,193.812199803400,78.610163495300,XE020,1955-02-28,R2
tile_RA246.566_DECp78.752:357,tile_RA246.566_DECp78.752,247.548430886500,78.406863590600,XE023,1955-05-19,R2
tile_RA311.290_DECp78.634:1303,tile_RA311.290_DECp78.634,311.804707364700,78.431384911300,XE026,1954-09-30,R2
tile_RA311.290_DECp78.634:877,tile_RA311.290_DECp78.634,310.844953190500,78.309006397200,XE026,1954-09-30,R2
tile_RA340.729_DECp78.781:4063,tile_RA340.729_DECp78.781,340.693748392700,79.133452131200,XE027,1954-09-20,R2
tile_RA321.438_DECp78.634:616,tile_RA321.438_DECp78.634,321.228873900800,78.249624317700,XE026,1954-09-30,R2
tile_RA345.869_DECp78.781:5301,tile_RA345.869_DECp78.781,343.611443470500,78.924428031000,XE027,1954-09-20,R2
tile_RA345.869_DECp78.781:3852,tile_RA345.869_DECp78.781,344.786646884900,78.820905156600,XE027,1954-09-20,R2
tile_RA351.009_DECp77.781:7211,tile_RA351.009_DECp77.781,350.559904700800,78.148864940100,XE027,1954-09-20,R2
tile_RA351.009_DECp77.781:7802,tile_RA351.009_DECp77.781,351.040022352600,78.069594664200,XE027,1954-09-20,R2
tile_RA97.631_DECp79.932:3690,tile_RA97.631_DECp79.932,99.921202000200,79.895138827300,XE016,1954-10-06,R2
tile_RA102.414_DECp78.932:1911,tile_RA102.414_DECp78.932,101.445444667300,79.371580227700,XE016,1954-10-06,R2
tile_RA142.229_DECp79.380:2539,tile_RA142.229_DECp79.380,139.591101819700,79.499933054500,XE018,1953-03-09,R2
tile_RA142.229_DECp79.380:2605,tile_RA142.229_DECp79.380,144.452443632900,79.468966106800,XE018,1953-03-09,R2
tile_RA185.551_DECp79.196:948,tile_RA185.551_DECp79.196,186.533085193600,79.596285501200,XE020,1955-02-28,R2
tile_RA316.364_DECp80.634:1302,tile_RA316.364_DECp80.634,314.351969461700,80.346425366500,XE026,1954-09-30,R2
tile_RA321.438_DECp80.634:940,tile_RA321.438_DECp80.634,320.244234510200,80.309972553100,XE026,1954-09-30,R2
tile_RA326.512_DECp80.634:2970,tile_RA326.512_DECp80.634,328.318592348700,80.505473100200,XE026,1954-09-30,R2
tile_RA351.009_DECp79.781:5568,tile_RA351.009_DECp79.781,350.298589496600,79.913987177800,XE027,1954-09-20,R2
tile_RA69.592_DECp79.253:2256,tile_RA69.592_DECp79.253,68.585410622800,79.707749872900,XE015,1955-01-14,R2
tile_RA351.009_DECp80.781:3226,tile_RA351.009_DECp80.781,353.512539651000,80.723414581000,XE027,1954-09-20,R2
tile_RA351.009_DECp80.781:3275,tile_RA351.009_DECp80.781,351.825354219700,80.761925330100,XE027,1954-09-20,R2
tile_RA352.653_DECm27.310:870,tile_RA352.653_DECm27.310,352.388647296800,-27.362906113200,XE935,1954-10-01,R3
tile_RA2.685_DECm22.304:1780,tile_RA2.685_DECm22.304,2.466395381200,-21.996189732000,XE825,1952-08-23,R3
tile_RA33.794_DECm11.366:375,tile_RA33.794_DECm11.366,33.940530986800,-11.628433328700,XE709,1954-08-26,R3
tile_RA45.783_DECm11.408:403,tile_RA45.783_DECm11.408,45.613937950800,-11.648277894300,XE711,1955-11-10,R3
tile_RA29.714_DECm11.366:755,tile_RA29.714_DECm11.366,29.725703912800,-10.961865988700,XE709,1954-08-26,R3
tile_RA30.734_DECm10.366:376,tile_RA30.734_DECm10.366,30.912410356700,-10.659966575400,XE709,1954-08-26,R3
tile_RA37.757_DECm10.354:1091,tile_RA37.757_DECm10.354,37.682436319800,-10.163264929700,XE710,1953-11-11,R3
tile_RA38.777_DECm10.354:1036,tile_RA38.777_DECm10.354,39.061098055200,-10.244972195900,XE710,1953-11-11,R3
tile_RA42.723_DECm11.408:543,tile_RA42.723_DECm11.408,42.905197924900,-10.967385554800,XE711,1955-11-10,R3
tile_RA37.757_DECm9.354:174,tile_RA37.757_DECm9.354,37.835633871600,-9.741537134500,XE710,1953-11-11,R3
tile_RA233.916_DECm6.463:3785,tile_RA233.916_DECm6.463,234.045022373100,-6.366031519100,XE683,1954-05-30,R3
tile_RA234.923_DECm7.463:2372,tile_RA234.923_DECm7.463,234.732147465000,-7.149465896200,XE683,1954-05-30,R3
tile_RA236.936_DECm6.463:3690,tile_RA236.936_DECm6.463,236.652930690800,-6.357935737200,XE683,1954-05-30,R3
tile_RA237.942_DECm6.463:1224,tile_RA237.942_DECm6.463,237.966647113000,-6.712859104300,XE683,1954-05-30,R3
tile_RA115.855_DECm2.340:5736,tile_RA115.855_DECm2.340,115.659799195100,-2.325227056600,XE603,1953-01-01,R3
tile_RA25.859_DECm1.268:316,tile_RA25.859_DECm1.268,25.875146932800,-1.545167099000,XE588,1951-09-07,R3
tile_RA27.859_DECp0.732:1093,tile_RA27.859_DECp0.732,28.247378058800,1.007193239300,XE588,1951-09-07,R3
tile_RA3.116_DECp35.807:621,tile_RA3.116_DECp35.807,3.134666123200,35.465301734300,XE240,1954-10-04,R3
tile_RA4.365_DECp36.807:611,tile_RA4.365_DECp36.807,4.563255193800,36.420094999500,XE240,1954-10-04,R3
tile_RA1.867_DECp36.807:2283,tile_RA1.867_DECp36.807,2.229852137000,36.767436468600,XE240,1954-10-04,R3
tile_RA122.961_DECp69.584:765,tile_RA122.961_DECp69.584,122.421590974200,69.325248698000,XE035,1953-02-18,R4
tile_RA155.906_DECp69.272:2352,tile_RA155.906_DECp69.272,155.987991412300,69.242764557700,XE037,1953-03-07,R4
tile_RA169.128_DECp70.202:400,tile_RA169.128_DECp70.202,168.242738376300,69.904844322900,XE038,1953-04-12,R4
tile_RA191.632_DECp70.200:131,tile_RA191.632_DECp70.200,191.918827454500,69.762750392800,XE039,1955-04-24,R4
tile_RA204.851_DECp69.265:1514,tile_RA204.851_DECp69.265,206.081498834600,69.323218520600,XE040,1955-03-03,R4
tile_RA119.795_DECp70.584:2886,tile_RA119.795_DECp70.584,119.136294328200,70.688227169000,XE035,1953-02-18,R4
tile_RA122.961_DECp70.584:1105,tile_RA122.961_DECp70.584,123.971412791100,70.410065175800,XE035,1953-02-18,R4
tile_RA122.961_DECp70.584:1248,tile_RA122.961_DECp70.584,123.816664233300,70.449763668300,XE035,1953-02-18,R4
tile_RA152.791_DECp71.272:766,tile_RA152.791_DECp71.272,152.718808227200,71.099999920700,XE037,1953-03-07,R4
tile_RA159.020_DECp71.272:1362,tile_RA159.020_DECp71.272,159.335324556800,71.188930858100,XE037,1953-03-07,R4
tile_RA159.020_DECp70.272:2349,tile_RA159.020_DECp70.272,157.751924399100,70.268850761700,XE037,1953-03-07,R4
tile_RA162.134_DECp71.272:1326,tile_RA162.134_DECp71.272,163.070078701300,71.262272346000,XE037,1953-03-07,R4
tile_RA159.020_DECp70.272:2111,tile_RA159.020_DECp70.272,159.950679445200,70.322676167000,XE037,1953-03-07,R4
tile_RA169.128_DECp70.202:1911,tile_RA169.128_DECp70.202,169.268457485800,70.173299895800,XE038,1953-04-12,R4
tile_RA185.426_DECp71.200:1572,tile_RA185.426_DECp71.200,184.091402923800,71.152092606100,XE039,1955-04-24,R4
tile_RA191.632_DECp71.200:1713,tile_RA191.632_DECp71.200,190.293680076500,71.228874603300,XE039,1955-04-24,R4
tile_RA194.735_DECp71.200:1273,tile_RA194.735_DECp71.200,193.265923778800,71.145514868400,XE039,1955-04-24,R4
tile_RA116.630_DECp71.584:2292,tile_RA116.630_DECp71.584,116.178758772900,71.873986646700,XE035,1953-02-18,R4
tile_RA126.126_DECp72.584:871,tile_RA126.126_DECp72.584,126.045905669800,72.388931758100,XE035,1953-02-18,R4
tile_RA133.227_DECp72.402:213,tile_RA133.227_DECp72.402,132.598580952900,71.975321527000,XE036,1955-01-25,R4
tile_RA136.363_DECp72.402:1784,tile_RA136.363_DECp72.402,137.353977494800,72.550904849800,XE036,1955-01-25,R4
tile_RA136.363_DECp72.402:1982,tile_RA136.363_DECp72.402,136.748425784700,72.443422058600,XE036,1955-01-25,R4
tile_RA142.634_DECp71.402:1081,tile_RA142.634_DECp71.402,142.966965579200,71.337013454900,XE036,1955-01-25,R4
tile_RA145.769_DECp71.402:1867,tile_RA145.769_DECp71.402,145.237044829500,71.421346679800,XE036,1955-01-25,R4
tile_RA155.906_DECp72.272:1101,tile_RA155.906_DECp72.272,155.909426328700,72.657824996900,XE037,1953-03-07,R4
tile_RA149.677_DECp71.272:2151,tile_RA149.677_DECp71.272,149.684063089800,71.381949847900,XE037,1953-03-07,R4
tile_RA159.020_DECp71.272:1904,tile_RA159.020_DECp71.272,159.616142088100,71.420301020600,XE037,1953-03-07,R4
tile_RA166.025_DECp72.202:2210,tile_RA166.025_DECp72.202,166.678871503100,72.277732109800,XE038,1953-04-12,R4
tile_RA191.632_DECp72.200:638,tile_RA191.632_DECp72.200,191.371227798100,72.068777608300,XE039,1955-04-24,R4
tile_RA198.625_DECp72.265:413,tile_RA198.625_DECp72.265,199.194682107500,72.023689288800,XE040,1955-03-03,R4
tile_RA172.232_DECp73.202:861,tile_RA172.232_DECp73.202,172.308368022800,73.067289685600,XE038,1953-04-12,R4
tile_RA188.529_DECp73.200:621,tile_RA188.529_DECp73.200,187.174320803700,73.087662237300,XE039,1955-04-24,R4
tile_RA92.857_DECm0.013:2309,tile_RA92.857_DECm0.013,93.145896062400,-0.298643949800,XE599,1955-11-19,R4
tile_RA81.830_DECp29.131:4633,tile_RA81.830_DECp29.131,81.696845322800,29.028275119000,XE304,1955-10-22,R4
tile_RA80.674_DECp31.131:6981,tile_RA80.674_DECp31.131,80.416930890700,31.291215549900,XE304,1955-10-22,R4
tile_RA81.830_DECp31.131:6652,tile_RA81.830_DECp31.131,81.646391111000,31.279942601700,XE304,1955-10-22,R4
